USBlyzer Report

Capture List

Type,Seq,Time,Elapsed,Duration,Request,Request Details,Raw Data,I/O,C:I:E,Device Object,Device Name,Driver Name,IRP,Status
URB,0269-0266,21:05:18.132,11.283382 s,43.023 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 CB D4 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 CB D4 00 00 19 00 00 00 03 01 83 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 04 A5 D5 53 D5 08 8B F1 D4 08 50 84 01 00 20 7B 01 00 B9 01 CB DA 01 55 D5 08 B7 F2 D4 08 40 A2 01 00 30 82 01 00 BA 00 32 85 2D 56 D5 08 E3 F3 D4 08 90 AD 01 00 B0 8F 01 00 A4 01 66 4A 59 57 D5 08 0F F5 D4 08 60 B1 01 00 E0 A0 01 00 BF 00 1D 21 85 58 D5 08 3B F6 D4 08 70 B5 01 00 B0 AF 01 00 BF 00 38 4F B1 59 D5 08 67 F7 D4 08 B0 B7 01 00 50 B7 01 00 BF 00 BE CB DD 5A D5 08 93 F8 D4 08 D0 B5 01 00 80 B8 01 00 BF 00 23 A2 08 5C D5 08 BF F9 D4 08 F0 B3 01 00 E0 B6 01 00 BE 00 E0 20 34 5D D5 08 EA FA D4 08 10 B1 01 00 A0 B4 01 00 B9 00 83 4C 60 5E D5 08 16 FC D4 08 30 B0 01 00 80 B2 01 00 B9 00 9D 10 8C 5F D5 08 42 FD D4 08 40 AD 01 00 80 B0 01 00 B9 00 A9 2B B8 60 D5 08
URB,0270,21:05:18.132,11.283389 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0271,21:05:18.132,11.283667 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 03 87 08 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 03 87 08 00 00 04 EC 1B
URB,0272-0271,21:05:18.135,11.286326 s,2.660 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0273-0270,21:05:18.175,11.326395 s,43.006 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 2F D5 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 2F D5 00 00 19 00 00 00 03 01 87 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 EA B8 04 C9 D5 08 BA 66 D5 08 00 49 01 00 F0 4A 01 00 BF 00 30 26 30 CA D5 08 E6 67 D5 08 B0 4D 01 00 B0 49 01 00 C8 00 38 9E 5C CB D5 08 12 69 D5 08 10 37 01 00 D0 47 01 00 C3 00 0F 0A 88 CC D5 08 3E 6A D5 08 40 52 01 00 50 46 01 00 C3 00 C9 35 B4 CD D5 08 6A 6B D5 08 20 50 01 00 00 47 01 00 C3 00 F8 21 E0 CE D5 08 96 6C D5 08 90 5B 01 00 A0 4B 01 00 BE 01 15 5B 0C D0 D5 08 C2 6D D5 08 80 63 01 00 F0 54 01 00 C4 00 BE B2 38 D1 D5 08 EE 6E D5 08 90 74 01 00 D0 5F 01 00 CD 00 D3 04 64 D2 D5 08 1A 70 D5 08 20 B3 01 00 60 71 01 00 CD 00 5B 51 8F D3 D5 08 46 71 D5 08 70 BD 01 00 60 8C 01 00 C9 00 0D A0 BB D4 D5 08 71 72 D5 08 40 BA 01 00 50 AA 01 00 C0 00 AA 8D E7 D5 D5 08
URB,0274,21:05:18.175,11.326406 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0275,21:05:18.176,11.326820 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 03 8B 08 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 03 8B 08 00 00 03 20 E0
URB,0276-0275,21:05:18.178,11.329361 s,2.541 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0277-0274,21:05:18.214,11.365388 s,38.982 ms,Bulk or Interrupt Transfer,1590 bytes data,01 36 06 01 93 D5 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 36 06 01 93 D5 00 00 19 00 00 00 03 01 8B 08 00 00 00 00 00 00 00 00 00 00 00 00 00 00 8B 28 33 3E D6 08 E9 DB D5 08 70 56 01 00 70 57 01 00 C3 00 35 EC 5F 3F D6 08 15 DD D5 08 40 5A 01 00 60 58 01 00 C3 00 F5 2A 8B 40 D6 08 41 DE D5 08 70 51 01 00 E0 57 01 00 BE 00 20 22 B7 41 D6 08 6D DF D5 08 50 58 01 00 B0 56 01 00 C4 00 CE 3C E3 42 D6 08 99 E0 D5 08 50 5D 01 00 90 56 01 00 BE 00 AB 71 0F 44 D6 08 C5 E1 D5 08 D0 6A 01 00 D0 59 01 00 BE 00 E1 EB 3A 45 D6 08 F1 E2 D5 08 D0 6F 01 00 60 61 01 00 BD 00 7D 42 66 46 D6 08 1C E4 D5 08 E0 71 01 00 70 6A 01 00 BC 00 61 30 92 47 D6 08 48 E5 D5 08 F0 72 01 00 70 71 01 00 BC 00 7D CF BE 48 D6 08 74 E6 D5 08 C0 77 01 00 D0 74 01 00 B0 00 C2 11 EA 49 D6 08 A0 E7 D5 08 10 6A 01 00 70 74 01 00 C3 00 40 49 16 4B D6 08
URB,0278,21:05:18.214,11.365397 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0279,21:05:18.214,11.365695 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 04 8B B8,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 04 8B B8
URB,0280-0279,21:05:18.217,11.368328 s,2.633 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0281-0278,21:05:18.236,11.386316 s,20.919 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 D3 04 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 D3 04 00 00 B9 05 00 00 2C 6D
URB,0282,21:05:18.236,11.386324 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0283,21:05:18.239,11.390548 s,,Bulk or Interrupt Transfer,11 bytes data,01 0B 00 12 04 A2 05 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0B 00 12 04 A2 05 00 00 A0 C9
URB,0284-0283,21:05:18.242,11.392269 s,1.721 ms,Bulk or Interrupt Transfer,11 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0285-0282,21:05:18.259,11.410311 s,23.987 ms,Bulk or Interrupt Transfer,34 bytes data,01 22 00 01 0C D6 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 22 00 01 0C D6 00 00 26 00 00 00 04 02 A2 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7B 79 C3 24
URB,0286,21:05:18.259,11.410317 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0287,21:05:18.259,11.410437 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 04 A2 05 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 04 A2 05 00 00 04 C8 C1
URB,0288-0287,21:05:18.262,11.413348 s,2.911 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0289-0286,21:05:18.302,11.453410 s,43.093 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 0C D6 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 0C D6 00 00 26 00 00 00 04 02 A2 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 7B 79 CF 80 D2 08 85 1E D2 08 85 00 14 94 F5 FB 81 D2 08 B1 1F D2 08 82 00 14 AA 6C 27 83 D2 08 DD 20 D2 08 81 00 14 05 8B 53 84 D2 08 09 22 D2 08 7F 00 14 91 8E 7F 85 D2 08 35 23 D2 08 7E 00 14 11 C1 AB 86 D2 08 61 24 D2 08 7C 00 14 AB 34 D7 87 D2 08 8D 25 D2 08 79 00 14 6D F7 03 89 D2 08 B9 26 D2 08 75 00 14 56 24 2F 8A D2 08 E5 27 D2 08 6E 00 14 E4 82 5B 8B D2 08 11 29 D2 08 69 00 15 38 FC 87 8C D2 08 3D 2A D2 08 65 00 15 55 0C B3 8D D2 08 69 2B D2 08 61 00 14 00 6F DF 8E D2 08 95 2C D2 08 5E 00 14 8F 9F 0B 90 D2 08 C1 2D D2 08 5B 00 14 E9 7E 37 91 D2 08 ED 2E D2 08 57 00 14 3E 9A 63 92 D2 08 19 30 D2 08 55 00 14 47 71 8F 93 D2 08 45 31 D2 08 52 00 14 02 F2 BB 94 D2
URB,0290,21:05:18.302,11.453418 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0291,21:05:18.303,11.453743 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 04 A6 05 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 04 A6 05 00 00 04 CE 48
URB,0292-0291,21:05:18.305,11.456292 s,2.550 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0293-0290,21:05:18.345,11.496397 s,42.979 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 A4 D6 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 A4 D6 00 00 26 00 00 00 04 02 A6 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 03 0E 96 30 D3 08 4C CE D2 08 49 00 14 CC 96 C2 31 D3 08 78 CF D2 08 49 00 14 CD 64 EE 32 D3 08 A4 D0 D2 08 49 00 14 33 40 1A 34 D3 08 D0 D1 D2 08 4A 00 14 A4 09 46 35 D3 08 FC D2 D2 08 4C 00 14 1D C4 72 36 D3 08 28 D4 D2 08 4D 00 14 AB E1 9E 37 D3 08 54 D5 D2 08 4D 00 14 88 89 CA 38 D3 08 80 D6 D2 08 4F 00 14 BE BF F6 39 D3 08 AC D7 D2 08 52 00 14 7A A4 22 3B D3 08 D8 D8 D2 08 55 00 14 C1 B6 4E 3C D3 08 04 DA D2 08 57 00 14 78 41 7A 3D D3 08 30 DB D2 08 5A 00 14 87 1F A6 3E D3 08 5C DC D2 08 5C 00 14 53 5E D2 3F D3 08 88 DD D2 08 5E 00 14 AB 70 FE 40 D3 08 B4 DE D2 08 60 00 14 8A BB 2A 42 D3 08 E0 DF D2 08 61 00 14 C4 F5 56 43 D3 08 0C E1 D2 08 63 00 14 1D 59 82 44 D3
URB,0294,21:05:18.345,11.496406 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0295,21:05:18.346,11.496781 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 04 AA 05 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 04 AA 05 00 00 04 E5 C3
URB,0296-0295,21:05:18.349,11.499400 s,2.619 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0297-0294,21:05:18.389,11.539467 s,43.061 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 3C D7 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 3C D7 00 00 26 00 00 00 04 02 AA 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A4 84 88 E1 D3 08 3E 7F D3 08 44 00 14 F8 4F B4 E2 D3 08 6A 80 D3 08 41 00 14 A7 66 E0 E3 D3 08 96 81 D3 08 3F 00 14 17 B2 0C E5 D3 08 C2 82 D3 08 3A 00 14 25 5B 38 E6 D3 08 EE 83 D3 08 34 00 14 D6 26 64 E7 D3 08 1A 85 D3 08 32 00 14 AD 7A 90 E8 D3 08 46 86 D3 08 30 00 14 1F 57 BC E9 D3 08 72 87 D3 08 2E 00 14 60 E4 E8 EA D3 08 9E 88 D3 08 2F 00 14 BB AD 14 EC D3 08 CA 89 D3 08 2C 00 14 54 28 40 ED D3 08 F6 8A D3 08 2B 00 14 28 47 6C EE D3 08 22 8C D3 08 2C 00 14 8D 27 98 EF D3 08 4E 8D D3 08 2E 00 14 06 E1 C4 F0 D3 08 7A 8E D3 08 30 00 14 C9 CF F0 F1 D3 08 A6 8F D3 08 32 00 14 49 36 1C F3 D3 08 D2 90 D3 08 32 00 14 2F E6 48 F4 D3 08 FE 91 D3 08 32 00 14 47 C3 74 F5 D3
URB,0298,21:05:18.389,11.539475 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0299,21:05:18.389,11.539828 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 04 AE 05 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 04 AE 05 00 00 04 E3 4A
URB,0300-0299,21:05:18.391,11.542327 s,2.499 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0301-0298,21:05:18.432,11.582534 s,43.059 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 D4 D7 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 D4 D7 00 00 26 00 00 00 04 02 AE 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 95 7E 4F 91 D4 08 05 2F D4 08 3B 00 14 CB 34 7B 92 D4 08 31 30 D4 08 3A 00 14 F8 5B A7 93 D4 08 5D 31 D4 08 3A 00 14 E7 FB D3 94 D4 08 89 32 D4 08 3A 00 14 80 43 FF 95 D4 08 B5 33 D4 08 3D 00 14 A0 BE 2B 97 D4 08 E1 34 D4 08 3F 00 14 5F 24 57 98 D4 08 0D 36 D4 08 41 00 14 74 38 83 99 D4 08 39 37 D4 08 41 00 14 DF 43 AF 9A D4 08 65 38 D4 08 41 00 14 5C D6 DB 9B D4 08 91 39 D4 08 41 00 14 32 F8 07 9D D4 08 BD 3A D4 08 40 00 14 4B 25 33 9E D4 08 E9 3B D4 08 40 00 14 75 54 5F 9F D4 08 15 3D D4 08 40 00 14 44 D6 8B A0 D4 08 41 3E D4 08 3F 00 14 E3 F5 B7 A1 D4 08 6D 3F D4 08 3E 00 14 25 D8 E3 A2 D4 08 99 40 D4 08 3C 00 14 E4 29 0F A4 D4 08 C5 41 D4 08 3A 00 14 6B 81 3B A5 D4
URB,0302,21:05:18.432,11.582544 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0303,21:05:18.432,11.583100 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 04 B2 05 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 04 B2 05 00 00 04 92 C5
URB,0304-0303,21:05:18.435,11.585360 s,2.259 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0305-0302,21:05:18.475,11.625632 s,43.087 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 6C D8 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 6C D8 00 00 26 00 00 00 04 02 B2 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7 99 15 41 D5 08 CB DE D4 08 31 00 14 C5 99 41 42 D5 08 F7 DF D4 08 31 00 14 E3 26 6D 43 D5 08 23 E1 D4 08 33 00 14 F2 51 99 44 D5 08 4F E2 D4 08 35 00 14 46 B3 C5 45 D5 08 7B E3 D4 08 36 00 14 99 BA F1 46 D5 08 A7 E4 D4 08 37 00 14 22 49 1D 48 D5 08 D3 E5 D4 08 36 00 14 2D D3 49 49 D5 08 FF E6 D4 08 37 00 14 8A 39 75 4A D5 08 2B E8 D4 08 39 00 14 C1 9F A1 4B D5 08 57 E9 D4 08 3A 00 14 7B F3 CD 4C D5 08 83 EA D4 08 3A 00 14 AF BC F9 4D D5 08 AF EB D4 08 37 00 14 86 46 25 4F D5 08 DB EC D4 08 37 00 14 61 7E 51 50 D5 08 07 EE D4 08 44 00 94 06 DE 7D 51 D5 08 33 EF D4 08 42 00 94 BB 87 7D 51 D5 08 33 EF D4 08 42 80 14 AB 0D A9 52 D5 08 5F F0 D4 08 44 00 14 AF E2 D6 53 D5
URB,0306,21:05:18.475,11.625641 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0307,21:05:18.476,11.626395 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 04 B6 05 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 04 B6 05 00 00 04 94 4C
URB,0308-0307,21:05:18.478,11.628392 s,1.997 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0309-0306,21:05:18.517,11.667473 s,41.832 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 04 D9 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 04 D9 00 00 26 00 00 00 04 02 B6 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 C1 2C 84 EE D5 08 3A 8C D5 08 5C 00 14 D5 09 B0 EF D5 08 66 8D D5 08 5F 00 14 9C 6C DC F0 D5 08 92 8E D5 08 5D 00 14 03 FD 08 F2 D5 08 BE 8F D5 08 59 00 14 71 4F 34 F3 D5 08 EA 90 D5 08 5B 00 24 5F 80 60 F4 D5 08 16 92 D5 08 58 00 24 E9 73 8C F5 D5 08 42 93 D5 08 56 00 24 90 FD B8 F6 D5 08 6E 94 D5 08 55 00 24 D3 4F E4 F7 D5 08 9A 95 D5 08 54 00 24 79 5E 10 F9 D5 08 C6 96 D5 08 53 00 24 7E F7 3C FA D5 08 F2 97 D5 08 52 00 24 D9 F5 68 FB D5 08 1E 99 D5 08 50 00 14 2B 48 94 FC D5 08 4A 9A D5 08 4E 00 14 F3 28 C0 FD D5 08 76 9B D5 08 4C 00 14 3F 27 EC FE D5 08 A2 9C D5 08 4A 00 14 0A 35 18 00 D6 08 CE 9D D5 08 47 00 14 F0 9F 44 01 D6 08 FA 9E D5 08 47 00 14 3F 44 70 02 D6
URB,0310,21:05:18.517,11.667482 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0311,21:05:18.517,11.667953 s,,Bulk or Interrupt Transfer,7 bytes data,01 07 00 10 05 AA A8,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 07 00 10 05 AA A8
URB,0312-0311,21:05:18.520,11.670640 s,2.687 ms,Bulk or Interrupt Transfer,7 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0313-0310,21:05:18.541,11.691513 s,24.031 ms,Bulk or Interrupt Transfer,14 bytes data,01 0E 00 01 7F 02 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 0E 00 01 7F 02 00 00 9B 02 00 00 E1 04
URB,0314,21:05:18.541,11.691523 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0315,21:05:18.541,11.692846 s,,Bulk or Interrupt Transfer,11 bytes data,01 0B 00 12 05 91 02 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0B 00 12 05 91 02 00 00 54 51
URB,0316-0315,21:05:18.543,11.694475 s,1.630 ms,Bulk or Interrupt Transfer,11 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0317-0314,21:05:18.565,11.715479 s,23.957 ms,Bulk or Interrupt Transfer,34 bytes data,01 22 00 01 B3 07 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 22 00 01 B3 07 00 00 03 00 00 00 05 02 91 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E D6 10 F1
URB,0318,21:05:18.565,11.715488 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0319,21:05:18.565,11.715615 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 05 91 02 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 05 91 02 00 00 04 79 37
URB,0320-0319,21:05:18.568,11.718427 s,2.812 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0321-0318,21:05:18.609,11.759468 s,43.980 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 B3 07 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 B3 07 00 00 03 00 00 00 05 02 91 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E D6 18 17 D2 08 CE B4 D1 08 DD FA A7 29 58 5C 90 40 00 00 00 00 00 4C DD 40 00 00 00 00 00 00 F0 3F 03 06 00 00 00 00 00 00 00 00 00 06 1F B1 D0 08 82 00 00 00 40 60 02 00 EF B1 D0 08 00 2B F5 D0 08 87 00 00 00 A0 8D 02 00 E6 F5 D0 08 00 2B 5B D1 08 37 00 00 00 D0 7D 01 00 D9 5B D1 08 00 BF CB D1 08 4B 00 00 00 10 C8 01 00 58 CC D1 08 00 CD E5 D1 08 5F 00 00 00 20 01 02 00 4C E7 D1 08 00 F9 16 D2 08 44 00 00 00 80 AA 01 00 2C 16 D2 08 00 AE 94 84 18 D2 08 3A B6 D1 08 6A D6 DA 34 9F 68 90 40 00 00 00 00 00 4C DD 40 00 00 00 00 00 00 F0 3F 03 06 03 AB AA AA AA AA AA F0 3F 06 1F B1 D0 08 82 00 00 00 40 60 02 00 EF B1 D0 08 00 2B F5 D0 08 87 00 00 00 A0 8D 02 00 E6 F5 D0
URB,0322,21:05:18.609,11.759478 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0323,21:05:18.609,11.760094 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 05 95 02 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 05 95 02 00 00 04 7F BE
URB,0324-0323,21:05:18.612,11.762410 s,2.315 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
URB,0325-0322,21:05:18.656,11.806465 s,46.987 ms,Bulk or Interrupt Transfer,2118 bytes data,01 46 08 01 BF 07 00 00...,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,Success (Success),01 46 08 01 BF 07 00 00 03 00 00 00 05 02 95 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 F7 F4 1F BB D4 08 D5 58 D4 08 07 CB FF F9 51 39 91 40 00 00 00 00 00 4C DD 40 5D 59 0C 4A 51 A5 F0 3F 03 06 00 00 00 00 00 00 00 00 00 06 EF AE D2 08 49 00 00 00 20 A7 01 00 AE AF D2 08 00 82 18 D3 08 47 00 00 00 F0 B2 01 00 25 19 D3 08 00 EE AD D3 08 51 00 00 00 D0 F3 01 00 24 AF D3 08 00 F6 F7 D3 08 2E 00 00 00 00 58 01 00 F8 F8 D3 08 00 14 6A D4 08 39 00 00 00 50 7A 01 00 CF 6B D4 08 00 00 BB D4 08 56 00 00 00 10 AB 01 00 52 BA D4 08 00 A7 67 AA BC D4 08 60 5A D4 08 55 AF DC FF FB 5B 91 40 00 00 00 00 00 4C DD 40 2F 41 AA 58 00 4E F0 3F 03 06 03 00 00 00 00 00 00 00 00 06 EF AE D2 08 49 00 00 00 20 A7 01 00 AE AF D2 08 00 82 18 D3 08 47 00 00 00 F0 B2 01 00 25 19 D3
URB,0326,21:05:18.656,11.806475 s,,Bulk or Interrupt Transfer,4096 bytes buffer,,in,01:01:83,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA800455B010h,
URB,0327,21:05:18.657,11.807242 s,,Bulk or Interrupt Transfer,12 bytes data,01 0C 00 11 05 99 02 00...,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,,01 0C 00 11 05 99 02 00 00 03 B3 45
URB,0328-0327,21:05:18.659,11.809568 s,2.326 ms,Bulk or Interrupt Transfer,12 bytes buffer,,out,01:01:02,FFFFFA8004ED9060h,USBPDO-9,usbhub,FFFFFA80063E4AB0h,Success (Success)
